Filename,Movie,Link,Start Time,End Time,Duration (s),Character,Emotion
0h07m00s_seg0075.wav,Gia đình mình vui bất thình lình part 40,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:07:00,00:07:03,3.19,Hà,Neutral
0h07m04s_seg0076_part2.wav,Gia đình mình vui bất thình lình part 42,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:07:04,00:07:08,4.0,Hà,Neutral
0h07m31s_seg0082_part1.wav,Gia đình mình vui bất thình lình part 43,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:07:31,00:07:35,4.0,Hà,Neutral
0h07m31s_seg0082_part2.wav,Gia đình mình vui bất thình lình part 44,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:07:31,00:07:33,2.72,Hà,Neutral
0h07m38s_seg0083_part1.wav,Gia đình mình vui bất thình lình part 45,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:07:38,00:07:42,4.0,Hà,Anger
0h07m44s_seg0084_part1.wav,Gia đình mình vui bất thình lình part 46,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:07:44,00:07:48,4.0,Hà,Anger
0h08m01s_seg0087.wav,Gia đình mình vui bất thình lình part 48,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:08:01,00:08:04,3.78,Hà,Anger
0h08m34s_seg0093.wav,Gia đình mình vui bất thình lình part 50,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:08:34,00:08:37,3.27,Hà,Anger
0h08m45s_seg0094_part1.wav,Gia đình mình vui bất thình lình part 51,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:08:45,00:08:49,4.0,Thành,Neutral
0h09m14s_seg0099_part3.wav,Gia đình mình vui bất thình lình part 55,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:09:14,00:09:18,4.0,Hà,Anger
0h09m49s_seg0103_part1.wav,Gia đình mình vui bất thình lình part 56,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:09:49,00:09:53,4.0,Danh,Anxiety
0h09m49s_seg0103_part2.wav,Gia đình mình vui bất thình lình part 57,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:09:49,00:09:53,4.0,Danh,Anxiety
0h10m05s_seg0106_part1.wav,Gia đình mình vui bất thình lình part 58,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:10:05,00:10:09,4.0,Hà,Neutral
0h10m05s_seg0106_part2.wav,Gia đình mình vui bất thình lình part 59,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:10:05,00:10:09,4.0,Hà,Neutral
0h10m16s_seg0107.wav,Gia đình mình vui bất thình lình part 60,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:10:16,00:10:20,4.27,Hà,Neutral
0h10m56s_seg0115_part1.wav,Gia đình mình vui bất thình lình part 64,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:10:56,00:11:00,4.0,Hà,Anger
0h11m03s_seg0116.wav,Gia đình mình vui bất thình lình part 65,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:11:03,00:11:06,3.45,Hà,Anger
0h11m12s_seg0118_part1.wav,Gia đình mình vui bất thình lình part 66,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:11:12,00:11:16,4.0,Hà,Anger
0h11m12s_seg0118_part2.wav,Gia đình mình vui bất thình lình part 67,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:11:12,00:11:14,2.64,Hà,Anger
0h11m56s_seg0126.wav,Gia đình mình vui bất thình lình part 68,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:11:56,00:11:59,3.16,Hà,Anger
0h12m05s_seg0129.wav,Gia đình mình vui bất thình lình part 69,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:12:05,00:12:08,3.64,Hà,Anger
0h12m10s_seg0130_part1.wav,Gia đình mình vui bất thình lình part 70,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:12:10,00:12:14,4.0,Thành,Anger
0h12m10s_seg0130_part2.wav,Gia đình mình vui bất thình lình part 71,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:12:10,00:12:13,3.41,Thành,Anger
0h12m28s_seg0135.wav,Gia đình mình vui bất thình lình part 72,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:12:28,00:12:31,3.0,Hà,Anger
0h12m32s_seg0136_part1.wav,Gia đình mình vui bất thình lình part 73,https://www.youtube.com/watch?v=tsdE_qpQzZo,00:12:32,00:12:36,4.0,Hà,Anger
